latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,rcvr_clk_ns
45.478374952777784,9.229213408333335,192.1683,0.00000,251,2024,9.220
45.47837373055556,9.229211672222224,191.8355,0.00833,251,2024,9.180
45.478374905555555,9.22921195277778,191.3055,0.01667,251,2024,9.238
45.47837509166667,9.229214652777777,191.4645,0.02500,251,2024,9.230
45.47837448055555,9.22921443333333,191.2813,0.03333,251,2024,9.219
45.47837403333334,9.229216347222222,191.3513,0.04167,251,2024,9.238
45.47837406944444,9.229218077777778,191.2499,0.05000,251,2024,9.215
45.47837378055556,9.22921913611111,191.2222,0.05833,251,2024,9.176
45.4783743,9.229220311111112,191.2225,0.06667,251,2024,9.201
45.478373833333336,9.229220874999998,191.3484,0.07500,251,2024,9.311
45.478373655555565,9.229221686111114,191.3755,0.08333,251,2024,9.310
45.47837357777779,9.229221275,191.3724,0.09167,251,2024,9.367
45.47837383055556,9.229221480555555,191.34,0.10000,251,2024,9.371
45.478373600000005,9.229222247222223,191.3314,0.10833,251,2024,9.392
45.47837357777779,9.229222152777778,191.2991,0.11667,251,2024,9.428
45.478373594444456,9.229222083333335,191.2546,0.12500,251,2024,9.396
45.47837363888889,9.229221966666666,191.2305,0.13333,251,2024,9.317
45.47837368611113,9.229221819444446,191.2188,0.14167,251,2024,9.343
45.47837389722223,9.229221566666666,191.182,0.15000,251,2024,9.402
45.47837397222222,9.22922151111111,191.1609,0.15833,251,2024,9.422
45.47837408055556,9.229221302777779,191.1498,0.16667,251,2024,9.364
45.478374152777775,9.229221519444444,191.1308,0.17500,251,2024,9.440
45.47837412777778,9.229221477777777,191.1253,0.18333,251,2024,9.395
45.47837405555556,9.22922160277778,191.1202,0.19167,251,2024,9.387
45.47837405555556,9.229221397222224,191.1199,0.20000,251,2024,9.360
45.47837405277779,9.229221447222223,191.1207,0.20833,251,2024,9.351
45.47837413055556,9.229221405555556,191.1169,0.21667,251,2024,9.332
45.47837418611112,9.229221241666666,191.1014,0.22500,251,2024,9.396
45.47837417499999,9.22922127777778,191.0983,0.23333,251,2024,9.417
45.47837416944444,9.22922136666667,191.0945,0.24167,251,2024,9.411
45.478374200000005,9.229221294444446,191.0811,0.25000,251,2024,9.434
45.47837420555556,9.229221302777779,191.0773,0.25833,251,2024,9.475
45.478374255555565,9.229221255555556,191.0676,0.26667,251,2024,9.523
45.478374297222224,9.229221102777778,191.0649,0.27500,251,2024,9.506
45.47837431944446,9.229221052777778,191.0566,0.28333,251,2024,9.519
45.47837435000001,9.229221027777777,191.0556,0.29167,251,2024,9.468
45.47837433055556,9.229221008333335,191.0601,0.30000,251,2024,9.493
45.478374344444454,9.229220994444445,191.0623,0.30833,251,2024,9.486
45.47837433888889,9.229220997222223,191.0636,0.31667,251,2024,9.493
45.478374336111116,9.229221050000001,191.067,0.32500,251,2024,9.432
45.478374336111116,9.229221152777779,191.0621,0.33333,251,2024,9.446
45.47837433888889,9.229221238888888,191.0676,0.34167,251,2024,9.509
45.47837433888889,9.229221202777778,191.0686,0.35000,251,2024,9.548
45.47837432777778,9.229221272222222,191.0761,0.35833,251,2024,9.564
45.47837434166667,9.22922131388889,191.0734,0.36667,251,2024,9.570
45.478374344444454,9.229221338888891,191.0753,0.37500,251,2024,9.534
45.47837433055556,9.229221380555558,191.0746,0.38333,251,2024,9.542
45.47837431666668,9.229221405555556,191.0758,0.39167,251,2024,9.531
45.478374308333336,9.229221433333334,191.0811,0.40000,251,2024,9.483
45.4783743,9.229221463888889,191.0805,0.40833,251,2024,9.491
45.478374288888894,9.229221469444445,191.0829,0.41667,251,2024,9.469
45.478374286111105,9.229221491666667,191.0823,0.42500,251,2024,9.482
45.478374288888894,9.229221491666667,191.0858,0.43333,251,2024,9.457
45.478374286111105,9.229221516666668,191.0917,0.44167,251,2024,9.434
45.478374280555556,9.229221525,191.098,0.45000,251,2024,9.462
45.478374288888894,9.229221541666666,191.0997,0.45833,251,2024,9.517
45.47837429444445,9.229221577777778,191.1015,0.46667,251,2024,9.516
45.4783743,9.229221552777778,191.0997,0.47500,251,2024,9.491
45.478374311111104,9.229221555555554,191.0988,0.48333,251,2024,9.476
45.478374305555555,9.229221533333334,191.0996,0.49167,251,2024,9.423
45.478374297222224,9.229221525,191.0986,0.50000,251,2024,9.364
45.478374286111105,9.229221538888888,191.1,0.50833,251,2024,9.327
45.478374275,9.229221547222222,191.1007,0.51667,251,2024,9.493
45.478374272222226,9.229221538888888,191.1017,0.52500,251,2024,9.475
45.478374272222226,9.229221547222222,191.1006,0.53333,251,2024,9.482
45.478374275,9.229221541666666,191.0978,0.54167,251,2024,9.470
45.47837426388889,9.229221547222222,191.0992,0.55000,251,2024,9.552
45.47837426388889,9.229221575,191.0996,0.55833,251,2024,9.534
45.478374261111114,9.229221588888887,191.1025,0.56667,251,2024,9.547
45.47837425,9.229221625000001,191.1058,0.57500,251,2024,9.502
45.478374244444446,9.229221633333331,191.1079,0.58333,251,2024,9.512
45.47837423888889,9.22922163888889,191.1094,0.59167,251,2024,9.531
45.47837423611112,9.229221647222221,191.1108,0.60000,251,2024,9.535
45.47837423333334,9.22922166388889,191.1124,0.60833,251,2024,9.518
45.47837422500001,9.229221686111114,191.1125,0.61667,251,2024,9.479
45.47837423333334,9.229221686111114,191.1132,0.62500,251,2024,9.548
45.47837424166667,9.22922167777778,191.1129,0.63333,251,2024,9.566
45.47837423055556,9.229221691666666,191.1146,0.64167,251,2024,9.516
45.47837422500001,9.229221713888888,191.1156,0.65000,251,2024,9.490
45.47837423055556,9.229221708333334,191.1166,0.65833,251,2024,9.505
45.47837422222223,9.229221713888888,191.1174,0.66667,251,2024,9.544
45.47837422222223,9.229221716666666,191.1175,0.67500,251,2024,9.525
45.478374227777785,9.229221713888888,191.1177,0.68333,251,2024,9.499
45.478374227777785,9.229221716666666,191.1174,0.69167,251,2024,9.513
45.47837422500001,9.229221711111114,191.1174,0.70000,251,2024,9.507
45.47837422500001,9.22922170277778,191.1173,0.70833,251,2024,9.505
45.47837423055556,9.2292217,191.1178,0.71667,251,2024,9.498
45.478374227777785,9.229221713888888,191.1164,0.72500,251,2024,9.506
45.47837423055556,9.229221730555556,191.1169,0.73333,251,2024,9.527
45.47837422500001,9.229221758333333,191.1178,0.74167,251,2024,9.549
45.47837422500001,9.229221758333333,191.1171,0.75000,251,2024,9.515
45.47837422500001,9.229221763888889,191.1171,0.75833,251,2024,9.522
45.47837422500001,9.229221758333333,191.1172,0.76667,251,2024,9.533
45.478374227777785,9.229221761111113,191.1174,0.77500,251,2024,9.518
45.47837423055556,9.229221747222223,191.118,0.78333,251,2024,9.493
45.47837423888889,9.229221736111112,191.1186,0.79167,251,2024,9.471
45.47837424166667,9.229221733333333,191.1191,0.80000,251,2024,9.467
45.47837424722223,9.229221719444446,191.1188,0.80833,251,2024,9.469
45.47837425,9.229221713888888,191.1184,0.81667,251,2024,9.408
45.47837425277778,9.229221711111114,191.1173,0.82500,251,2024,9.449
45.47837426388889,9.22922170277778,191.1174,0.83333,251,2024,9.450
45.478374272222226,9.229221691666666,191.117,0.84167,251,2024,9.428
45.47837427777778,9.229221688888892,191.1167,0.85000,251,2024,9.468
45.478374275,9.229221694444446,191.1166,0.85833,251,2024,9.512
45.47837427777778,9.229221708333334,191.1166,0.86667,251,2024,9.512
45.478374280555556,9.229221713888888,191.1168,0.87500,251,2024,9.500
45.478374280555556,9.229221719444446,191.1166,0.88333,251,2024,9.514
45.478374286111105,9.229221722222224,191.1172,0.89167,251,2024,9.460
45.478374283333345,9.229221733333333,191.1177,0.90000,251,2024,9.426
45.478374280555556,9.229221741666667,191.1184,0.90833,251,2024,9.444
45.478374283333345,9.229221744444446,191.1188,0.91667,251,2024,9.418
45.478374283333345,9.229221744444446,191.1189,0.92500,251,2024,9.431
45.478374286111105,9.229221747222223,191.119,0.93333,251,2024,9.443
45.478374288888894,9.229221744444446,191.1185,0.94167,251,2024,9.492
45.478374288888894,9.229221755555557,191.1187,0.95000,251,2024,9.510
45.478374288888894,9.229221769444445,191.119,0.95833,251,2024,9.467
45.478374291666675,9.229221775000001,191.1189,0.96667,251,2024,9.486
45.47837429444445,9.229221791666667,191.1189,0.97500,251,2024,9.470
45.478374297222224,9.22922180277778,191.1192,0.98333,251,2024,9.507
45.4783743,9.22922180277778,191.1193,0.99167,251,2024,9.501
45.47837430277778,9.229221800000001,191.1192,1.00000,251,2024,9.525
