latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,rcvr_clk_ns
45.47837133333334,9.229208808333334,189.8203,0.00000,250,2024,7.353
45.47836889722223,9.229213666666665,191.6252,0.00833,250,2024,7.373
45.478371691666666,9.229215433333334,191.1493,0.01667,250,2024,7.350
45.478372424999996,9.229218122222225,190.9483,0.02500,250,2024,7.382
45.478374297222224,9.22921923888889,190.9947,0.03333,250,2024,7.410
45.47837380833334,9.22921883611111,191.0918,0.04167,250,2024,7.384
45.478373741666665,9.229218827777778,191.077,0.05000,250,2024,7.409
45.47837392777779,9.229218758333333,191.0461,0.05833,250,2024,7.417
45.47837411944445,9.229219208333332,191.0515,0.06667,250,2024,7.434
45.478374191666674,9.229219708333334,191.0243,0.07500,250,2024,7.460
45.47837435833334,9.229220013888888,191.0137,0.08333,250,2024,7.502
45.478374425000005,9.229219983333333,191.0315,0.09167,250,2024,7.499
45.47837449722223,9.229220147222222,191.0498,0.10000,250,2024,7.452
45.47837441944446,9.22922036111111,191.0512,0.10833,250,2024,7.570
45.47837448611112,9.229220630555556,191.0699,0.11667,250,2024,7.516
45.47837445833334,9.229220963888888,191.0812,0.12500,250,2024,7.464
45.478374441666666,9.229221236111112,191.0844,0.13333,250,2024,7.509
45.478374430555554,9.229221272222222,191.0967,0.14167,250,2024,7.538
45.47837434722222,9.229221280555558,191.1295,0.15000,250,2024,7.633
45.478374361111115,9.229221177777776,191.1388,0.15833,250,2024,7.641
45.4783743,9.229221325,191.1384,0.16667,250,2024,7.618
45.47837429444445,9.229221322222225,191.1377,0.17500,250,2024,7.621
45.47837426388889,9.229221336111111,191.1306,0.18333,250,2024,7.644
45.47837426666667,9.229221338888891,191.1343,0.19167,250,2024,7.666
45.478374255555565,9.229221377777778,191.1291,0.20000,250,2024,7.664
45.47837426388889,9.229221397222224,191.1301,0.20833,250,2024,7.641
45.47837423888889,9.22922127777778,191.124,0.21667,250,2024,7.656
45.478374219444454,9.229221263888888,191.1212,0.22500,250,2024,7.589
45.47837421388889,9.229221155555555,191.1213,0.23333,250,2024,7.572
45.478374191666674,9.2292212,191.1126,0.24167,250,2024,7.588
45.47837419722222,9.229221130555556,191.1091,0.25000,250,2024,7.606
45.47837418333334,9.229221186111111,191.1064,0.25833,250,2024,7.603
45.478374163888894,9.229221250000002,191.102,0.26667,250,2024,7.624
45.478374136111114,9.229221316666667,191.0993,0.27500,250,2024,7.615
45.47837412500001,9.229221316666667,191.0958,0.28333,250,2024,7.614
45.47837411388889,9.22922138888889,191.0992,0.29167,250,2024,7.627
45.47837411666668,9.229221472222223,191.1017,0.30000,250,2024,7.610
45.47837411388889,9.229221461111111,191.1015,0.30833,250,2024,7.676
45.47837409722223,9.229221483333331,191.0997,0.31667,250,2024,7.705
45.478374091666666,9.229221480555555,191.1005,0.32500,250,2024,7.642
45.478374091666666,9.22922151111111,191.1039,0.33333,250,2024,7.655
45.4783740888889,9.229221508333334,191.1049,0.34167,250,2024,7.674
45.478374091666666,9.22922148888889,191.1034,0.35000,250,2024,7.731
45.478374091666666,9.229221433333334,191.1015,0.35833,250,2024,7.667
45.47837410555556,9.229221377777778,191.1033,0.36667,250,2024,7.675
45.478374111111115,9.229221394444444,191.1086,0.37500,250,2024,7.654
45.47837411388889,9.22922141111111,191.1101,0.38333,250,2024,7.677
45.47837411666668,9.229221405555556,191.1087,0.39167,250,2024,7.675
45.47837411388889,9.229221427777778,191.11,0.40000,250,2024,7.675
45.47837413055556,9.229221408333334,191.105,0.40833,250,2024,7.808
45.47837414166667,9.229221394444444,191.1041,0.41667,250,2024,7.814
45.478374152777775,9.229221375,191.0998,0.42500,250,2024,7.779
45.478374163888894,9.229221391666666,191.1022,0.43333,250,2024,7.752
45.47837416666667,9.229221394444444,191.1061,0.44167,250,2024,7.822
45.47837416944444,9.229221427777778,191.108,0.45000,250,2024,7.794
45.47837416944444,9.229221475,191.108,0.45833,250,2024,7.712
45.478374172222225,9.229221483333331,191.1086,0.46667,250,2024,7.707
45.47837417499999,9.229221508333334,191.1109,0.47500,250,2024,7.712
45.4783741888889,9.229221486111111,191.1115,0.48333,250,2024,7.734
45.4783741888889,9.229221497222222,191.1099,0.49167,250,2024,7.750
45.478374191666674,9.229221502777778,191.1134,0.50000,250,2024,7.713
45.478374191666674,9.229221477777777,191.1171,0.50833,250,2024,7.696
45.47837418333334,9.22922151111111,191.1199,0.51667,250,2024,7.676
45.4783741888889,9.22922155,191.1218,0.52500,250,2024,7.715
45.478374191666674,9.22922157222222,191.1246,0.53333,250,2024,7.682
45.47837419444445,9.229221594444445,191.1246,0.54167,250,2024,7.673
45.47837419444445,9.229221566666666,191.1234,0.55000,250,2024,7.661
45.478374200000005,9.229221555555554,191.1217,0.55833,250,2024,7.663
45.47837419444445,9.229221544444442,191.1195,0.56667,250,2024,7.692
45.47837420277778,9.229221552777778,191.1196,0.57500,250,2024,7.652
45.47837420277778,9.22922157222222,191.1189,0.58333,250,2024,7.676
45.47837420833334,9.229221575,191.1174,0.59167,250,2024,7.694
45.47837420833334,9.229221577777778,191.1162,0.60000,250,2024,7.701
45.478374216666666,9.229221563888888,191.115,0.60833,250,2024,7.693
45.47837422500001,9.229221547222222,191.111,0.61667,250,2024,7.708
45.478374219444454,9.229221547222222,191.1086,0.62500,250,2024,7.724
45.478374219444454,9.229221558333334,191.1072,0.63333,250,2024,7.780
45.478374219444454,9.229221563888888,191.1074,0.64167,250,2024,7.820
45.478374216666666,9.229221575,191.1087,0.65000,250,2024,7.799
45.47837421111111,9.229221594444445,191.1096,0.65833,250,2024,7.815
45.478374216666666,9.229221605555555,191.1093,0.66667,250,2024,7.790
45.478374216666666,9.229221616666665,191.1102,0.67500,250,2024,7.784
45.47837422222223,9.229221622222223,191.1085,0.68333,250,2024,7.755
45.47837422500001,9.229221625000001,191.1074,0.69167,250,2024,7.786
45.47837422500001,9.22922163888889,191.1081,0.70000,250,2024,7.814
45.47837422500001,9.229221649999998,191.1081,0.70833,250,2024,7.806
45.47837422500001,9.229221666666668,191.1079,0.71667,250,2024,7.855
45.478374227777785,9.229221680555556,191.1082,0.72500,250,2024,7.829
45.47837423333334,9.229221680555556,191.1085,0.73333,250,2024,7.783
45.47837423055556,9.229221694444446,191.1079,0.74167,250,2024,7.742
45.47837423333334,9.229221675,191.1065,0.75000,250,2024,7.729
45.47837423333334,9.229221669444444,191.1054,0.75833,250,2024,7.775
45.47837423888889,9.22922166388889,191.1042,0.76667,250,2024,7.783
45.47837424166667,9.229221658333334,191.103,0.77500,250,2024,7.740
45.478374244444446,9.22922166388889,191.1029,0.78333,250,2024,7.779
45.47837425,9.229221666666668,191.103,0.79167,250,2024,7.828
45.47837425833333,9.229221658333334,191.1034,0.80000,250,2024,7.830
45.478374261111114,9.229221658333334,191.1053,0.80833,250,2024,7.849
45.478374269444444,9.229221652777778,191.106,0.81667,250,2024,7.867
45.478374275,9.229221647222221,191.1062,0.82500,250,2024,7.864
45.478374280555556,9.229221655555556,191.106,0.83333,250,2024,7.829
45.478374283333345,9.229221647222221,191.1065,0.84167,250,2024,7.850
45.478374286111105,9.229221636111111,191.1065,0.85000,250,2024,7.833
45.478374288888894,9.229221619444445,191.1074,0.85833,250,2024,7.886
45.47837429444445,9.22922160277778,191.1089,0.86667,250,2024,7.859
45.478374291666675,9.229221588888887,191.1101,0.87500,250,2024,7.890
45.478374286111105,9.229221591666667,191.1128,0.88333,250,2024,7.924
45.478374283333345,9.22922158611111,191.1142,0.89167,250,2024,7.971
45.478374283333345,9.229221580555556,191.1159,0.90000,250,2024,7.961
45.478374283333345,9.229221583333333,191.1177,0.90833,250,2024,7.973
45.478374286111105,9.229221580555556,191.1186,0.91667,250,2024,7.991
45.478374291666675,9.22922158611111,191.1202,0.92500,250,2024,8.016
45.478374291666675,9.229221594444445,191.1211,0.93333,250,2024,8.046
45.47837429444445,9.229221599999999,191.1216,0.94167,250,2024,8.035
45.478374297222224,9.229221608333333,191.1213,0.95000,250,2024,8.031
45.478374297222224,9.22922160277778,191.1217,0.95833,250,2024,7.977
45.4783743,9.229221611111111,191.122,0.96667,250,2024,7.973
45.4783743,9.229221605555555,191.1223,0.97500,250,2024,7.951
45.47837430277778,9.229221608333333,191.1229,0.98333,250,2024,7.938
45.478374305555555,9.229221608333333,191.123,0.99167,250,2024,7.959
45.478374311111104,9.229221605555555,191.1237,1.00000,250,2024,7.988
45.478374311111104,9.229221611111111,191.1246,1.00833,250,2024,7.968
45.478374311111104,9.229221613888889,191.1257,1.01667,250,2024,7.973
45.47837431666668,9.229221622222223,191.1268,1.02500,250,2024,7.979
45.47837431388889,9.229221625000001,191.1274,1.03333,250,2024,7.989
45.47837431666668,9.229221627777777,191.1287,1.04167,250,2024,7.998
45.47837431944446,9.229221636111111,191.1297,1.05000,250,2024,8.006
45.47837432222223,9.229221641666667,191.1309,1.05833,250,2024,8.001
45.47837432500001,9.229221644444447,191.1311,1.06667,250,2024,7.981
45.47837432777778,9.229221641666667,191.1314,1.07500,250,2024,7.978
45.47837433055556,9.229221644444447,191.1315,1.08333,250,2024,8.009
45.478374333333335,9.229221652777778,191.1319,1.09167,250,2024,8.022
45.478374333333335,9.229221655555556,191.1314,1.10000,250,2024,8.026
45.478374336111116,9.229221666666668,191.1314,1.10833,250,2024,8.036
45.47837433888889,9.229221672222222,191.1314,1.11667,250,2024,8.010
45.47837433888889,9.229221680555556,191.1312,1.12500,250,2024,8.028
45.47837433888889,9.229221694444446,191.1308,1.13333,250,2024,8.044
45.47837434166667,9.2292217,191.13,1.14167,250,2024,8.031
45.47837434166667,9.229221705555558,191.1296,1.15000,250,2024,8.019
45.478374344444454,9.229221708333334,191.1293,1.15833,250,2024,8.036
45.47837434722222,9.229221711111114,191.1289,1.16667,250,2024,8.054
45.47837435000001,9.229221713888888,191.1288,1.17500,250,2024,8.033
45.47837435000001,9.229221719444446,191.1283,1.18333,250,2024,8.082
45.478374352777784,9.229221722222224,191.128,1.19167,250,2024,8.073
45.478374355555566,9.229221722222224,191.1273,1.20000,250,2024,8.065
45.478374355555566,9.229221722222224,191.1266,1.20833,250,2024,8.049
45.478374355555566,9.229221719444446,191.1263,1.21667,250,2024,8.027
45.478374355555566,9.229221716666666,191.1256,1.22500,250,2024,8.054
45.47837435833334,9.229221722222224,191.1251,1.23333,250,2024,8.101
45.47837435833334,9.229221722222224,191.1244,1.24167,250,2024,8.098
45.478374361111115,9.229221725,191.1239,1.25000,250,2024,8.098
45.478374361111115,9.229221716666666,191.1231,1.25833,250,2024,8.148
45.47837436388889,9.229221713888888,191.1227,1.26667,250,2024,8.143
45.47837436666667,9.229221713888888,191.1223,1.27500,250,2024,8.145
45.47837436666667,9.229221711111114,191.1219,1.28333,250,2024,8.150
