latitude_decimal_degree,longitude_decimal_degree,ellipsoidal_height_m,decimal_hour,day_of_year,year,rcvr_clk_ns
45.47836494444444,9.229221336111111,190.8988,0.00000,248,2024,8.550
45.478366475,9.2292227,190.9012,0.00833,248,2024,8.549
45.4783708,9.229223255555556,191.2549,0.01667,248,2024,8.597
45.478371100000004,9.22922245,191.1064,0.02500,248,2024,8.618
45.478372130555556,9.229223205555554,190.8737,0.03333,248,2024,8.678
45.478372141666675,9.229222813888889,190.7478,0.04167,248,2024,8.687
45.47837176666666,9.229222638888888,190.8027,0.05000,248,2024,8.675
45.47837194166667,9.229222327777778,190.8429,0.05833,248,2024,8.662
45.478372186111116,9.229222616666666,190.8192,0.06667,248,2024,8.608
45.47837249166667,9.229222555555555,190.8889,0.07500,248,2024,8.533
45.47837270277778,9.229222922222222,190.9694,0.08333,248,2024,8.524
45.47837291666667,9.229222775,191.0183,0.09167,248,2024,8.641
45.478372872222224,9.229222847222223,191.0629,0.10000,248,2024,8.745
45.47837295833334,9.229222441666666,191.1051,0.10833,248,2024,8.734
45.47837308333333,9.229222619444444,191.1415,0.11667,248,2024,8.689
45.478373016666666,9.229223008333333,191.1387,0.12500,248,2024,8.667
45.47837306666668,9.229223200000002,191.1509,0.13333,248,2024,8.729
45.47837315277778,9.229223483333332,191.1547,0.14167,248,2024,8.701
45.47837323333334,9.229223847222222,191.1455,0.15000,248,2024,8.687
45.478373325,9.229223944444442,191.1311,0.15833,248,2024,8.734
45.47837337777778,9.22922381388889,191.1413,0.16667,248,2024,8.730
45.47837347777778,9.229223630555556,191.1555,0.17500,248,2024,8.716
45.4783734638889,9.22922332777778,191.171,0.18333,248,2024,8.738
45.47837351388889,9.229223138888889,191.1818,0.19167,248,2024,8.832
45.47837363055556,9.229222772222222,191.1838,0.20000,248,2024,8.943
45.478373644444446,9.229222483333336,191.1858,0.20833,248,2024,8.912
45.47837366111112,9.229222372222225,191.187,0.21667,248,2024,8.890
45.478373655555565,9.229222283333334,191.1876,0.22500,248,2024,8.885
45.47837363055556,9.229222161111114,191.1898,0.23333,248,2024,8.829
45.47837359722223,9.229222086111111,191.1934,0.24167,248,2024,8.780
45.478373594444456,9.229222133333336,191.1933,0.25000,248,2024,8.771
45.47837361944445,9.229222177777778,191.1919,0.25833,248,2024,8.811
45.478373663888895,9.229222258333333,191.1927,0.26667,248,2024,8.917
45.47837373055556,9.229222130555556,191.1949,0.27500,248,2024,8.907
45.47837381388889,9.229222086111111,191.1933,0.28333,248,2024,8.936
45.47837385277778,9.229222105555557,191.1929,0.29167,248,2024,8.918
45.478373875,9.229222100000001,191.1978,0.30000,248,2024,8.840
45.47837389722223,9.229222144444444,191.2002,0.30833,248,2024,8.791
45.478373919444444,9.22922221111111,191.1972,0.31667,248,2024,8.774
45.47837392500001,9.22922218611111,191.1929,0.32500,248,2024,8.813
45.47837393611111,9.229222208333333,191.1886,0.33333,248,2024,8.809
45.47837393611111,9.229222161111114,191.188,0.34167,248,2024,8.795
45.47837394444445,9.229222063888889,191.1852,0.35000,248,2024,8.798
45.478373950000005,9.229221961111111,191.1861,0.35833,248,2024,8.804
45.478373950000005,9.229221863888888,191.188,0.36667,248,2024,8.914
45.478373966666666,9.229221772222223,191.1847,0.37500,248,2024,8.946
45.47837397222222,9.229221711111114,191.1861,0.38333,248,2024,8.878
45.478373983333334,9.229221694444446,191.188,0.39167,248,2024,8.841
45.478373988888904,9.229221636111111,191.1894,0.40000,248,2024,8.850
45.478373988888904,9.229221588888887,191.1902,0.40833,248,2024,8.848
